Customer ID,Recency,Frequency,Monetary,Cluster
12725.0,6,106,2266.76,0
12726.0,22,55,1405.5,0
12727.0,77,64,1698.8300000000002,0
12728.0,18,15,233.84,0
12730.0,156,47,829.25,1
12731.0,77,119,6879.8,0
12733.0,24,135,2040.92,0
12734.0,9,15,529.25,0
12737.0,133,2,3710.5,0
12738.0,7,11,155.35,0
12739.0,20,51,1713.69,0
12741.0,164,16,406.07,1
12742.0,260,67,1201.52,1
12744.0,94,117,4037.77,0
12745.0,121,23,925.41,0
12746.0,175,17,254.55,1
12747.0,4,153,5061.03,0
12748.0,0,2531,22457.9,2
12749.0,34,139,2806.48,0
12751.0,79,62,268.27,0
12755.0,0,60,5218.709999999999,0
12758.0,94,216,7111.650000000001,0
12759.0,21,207,3489.3,0
12760.0,90,21,347.8,0
12761.0,92,27,782.95,0
12763.0,4,16,320.08,0
12765.0,107,68,1404.58,0
12766.0,1,145,3078.65,0
12767.0,10,43,949.82,0
12768.0,85,10,168.69000000000003,0
12770.0,91,16,1895.0,0
12771.0,120,15,282.3,0
12773.0,199,6,124.25,1
12774.0,170,6,98.7,1
12775.0,23,15,300.08,0
12776.0,302,4,55.5,1
12777.0,92,26,519.45,0
12778.0,31,64,953.45,0
12779.0,6,128,2740.91,0
12780.0,233,20,337.4,1
12782.0,9,124,2287.32,0
12784.0,164,72,1230.33,1
12785.0,170,42,788.45,1
12786.0,244,18,728.5,1
12787.0,48,24,398.52,0
12788.0,98,26,444.9,0
12789.0,147,4,181.5,1
12790.0,45,16,266.93,0
12791.0,8,28,863.51,0
12792.0,169,22,426.47,1
12793.0,6,27,471.85,0
12796.0,263,7,381.0,1
12797.0,0,30,552.08,0
12798.0,56,25,1533.8899999999999,0
12799.0,164,15,219.35,1
12800.0,105,34,584.25,0
12801.0,135,50,1071.82,0
12802.0,77,113,1988.84,0
12803.0,28,55,1092.81,0
12804.0,100,66,325.37,0
12805.0,16,58,1434.95,0
12806.0,70,67,2878.96,0
12807.0,18,16,330.35,0
12808.0,3,26,422.45,0
12809.0,200,56,1266.63,1
12810.0,169,32,534.99,1
12811.0,13,25,519.05,0
12813.0,136,45,1687.8,0
12817.0,34,21,524.94,0
12819.0,93,19,540.52,0
12820.0,32,100,1747.18,0
12821.0,246,7,128.07999999999998,1
12823.0,29,13,4742.0,0
12825.0,156,24,518.63,1
12826.0,0,75,1481.03,0
12829.0,185,8,92.30000000000001,1
12831.0,98,13,236.06,0
12835.0,62,615,5996.83,2
12836.0,24,237,3949.37,0
12837.0,204,76,528.5600000000001,1
12838.0,8,295,2694.75,0
12839.0,2,262,4480.31,0
12840.0,72,63,1315.2,0
12841.0,4,277,3472.61,0
12842.0,39,14,799.0,0
12843.0,17,116,4881.1,0
12844.0,77,51,322.64,0
12846.0,317,1,15.58,1
12847.0,22,35,765.36,0
12848.0,310,16,208.0,1
12849.0,16,96,2032.18,0
12850.0,80,2,330.0,0
12851.0,112,30,148.95,0
12853.0,62,70,1950.4,0
12854.0,196,152,1654.72,1
12855.0,7,67,612.84,0
12857.0,71,75,2581.6,0
12858.0,18,37,147.27,0
12859.0,93,21,575.1,0
12860.0,328,16,54.22,1
12861.0,254,4,68.25,1
12862.0,60,131,984.62,0
12863.0,14,43,2271.35,0
12864.0,143,4,152.45,1
12865.0,13,100,1755.24,0
12866.0,109,37,668.23,0
12867.0,32,516,3819.92,2
12868.0,8,39,640.0,0
12869.0,316,37,337.66999999999996,1
12870.0,10,93,1676.95,0
12871.0,74,7,363.38,0
12872.0,0,366,3062.52,0
12873.0,32,31,1653.3,0
12874.0,20,48,948.42,0
12875.0,106,6,1013.76,0
12876.0,29,85,1863.77,0
12877.0,36,120,1406.3700000000001,0
12880.0,16,36,640.13,0
12887.0,18,13,222.4,0
12889.0,16,25,385.46000000000004,0
12890.0,22,56,329.3,0
12891.0,93,8,509.5,0
12892.0,31,18,263.38,0
12894.0,210,21,157.35,1
12897.0,16,10,297.75,0
12898.0,98,27,296.21000000000004,0
12899.0,48,17,366.4,0
12900.0,57,13,340.33,0
12903.0,63,41,833.53,0
12905.0,211,54,1018.42,1
12907.0,30,25,508.91,0
12908.0,15,3,1026.0,0
12909.0,59,67,924.52,0
12910.0,14,62,2721.48,0
12911.0,186,236,1651.72,1
12913.0,3,46,4217.2300000000005,0
12914.0,35,9,223.98,0
12915.0,7,51,811.1,0
12916.0,77,69,1534.78,0
12917.0,35,48,3765.2,0
12918.0,261,1,10953.5,1
12920.0,206,32,323.86,1
12921.0,1,814,19333.95,2
12923.0,25,32,597.6,0
12924.0,28,44,1535.7,0
12925.0,227,5,35.28,1
12926.0,46,262,1523.97,0
12927.0,29,11,197.31,0
12928.0,13,95,2242.19,0
12931.0,15,136,50291.38,2
12932.0,174,95,1698.56,1
12933.0,15,183,1029.1,0
12934.0,371,2,181.65,1
12935.0,10,125,2083.16,0
12937.0,98,97,1593.34,0
12939.0,14,39,13683.0,0
12941.0,359,27,377.49,1
12942.0,0,16,258.75,0
12943.0,193,25,496.5,1
12945.0,291,28,437.16,1
12946.0,71,20,324.45,0
12947.0,8,17,304.04,0
12948.0,365,9,252.48000000000002,1
12949.0,17,500,11359.48,2
12951.0,21,131,2149.65,0
12953.0,157,31,498.96000000000004,1
12954.0,273,10,162.45,1
12956.0,319,23,413.82,1
12957.0,176,252,4689.43,1
12958.0,35,49,467.34,0
12959.0,119,8,150.95,0
12960.0,48,70,1322.07,0
12961.0,14,40,211.99,0
12963.0,0,95,1744.96,0
12964.0,72,26,132.24,0
12967.0,6,61,2646.02,0
12969.0,237,5,122.45,1
12970.0,15,216,1048.13,0
12971.0,1,120,4782.88,0
12972.0,48,77,1161.2,0
12973.0,48,6,385.55,0
12974.0,200,24,264.15,1
12975.0,71,112,2100.09,0
12976.0,13,132,2417.7799999999997,0
12977.0,136,49,474.64,0
12978.0,20,163,2502.82,0
12979.0,364,56,517.7,1
12980.0,21,32,8870.880000000001,0
12982.0,29,150,2354.27,0
12983.0,233,30,490.08000000000004,1
12986.0,63,102,2729.84,0
12987.0,55,38,753.51,0
12989.0,59,33,6627.64,0
12990.0,52,14,546.0,0
12991.0,24,14,261.06,0
12992.0,360,6,93.35000000000001,1
12993.0,80,49,844.87,0
12996.0,10,22,355.5,0
12997.0,29,48,884.02,0
12998.0,127,58,920.08,0
13000.0,360,31,497.65000000000003,1
13001.0,39,678,14256.68,2
13002.0,51,16,293.18,0
13004.0,21,411,5994.94,0
13005.0,66,30,485.98,0
13007.0,214,11,175.25,1
13008.0,32,21,382.66,0
13009.0,307,4,234.0,1
13010.0,9,12,330.12,0
13011.0,7,3,50.550000000000004,0
13012.0,64,65,1310.99,0
13013.0,6,335,7814.83,0
13014.0,67,115,1914.8,0
13015.0,73,173,3240.14,0
13018.0,48,145,2485.46,0
13019.0,14,55,1229.95,0
13020.0,197,39,618.96,1
13021.0,9,126,2270.86,0
13022.0,64,5,65.3,0
13023.0,163,36,759.13,1
13024.0,105,31,555.87,0
13025.0,366,13,323.39,1
13026.0,123,42,757.72,0
13027.0,20,59,10327.2,0
13029.0,9,7,679.8,0
13030.0,3,57,402.36,0
13031.0,42,407,3292.84,0
13032.0,27,136,1805.78,0
13033.0,64,2,30.0,0
13034.0,4,18,279.91,0
13035.0,66,15,442.32,0
13036.0,319,6,307.1,1
13037.0,34,184,3033.88,0
13039.0,219,55,1010.73,1
13041.0,85,35,799.13,0
13042.0,233,184,1488.59,1
13044.0,127,383,4287.58,0
13045.0,36,27,503.64,0
13046.0,91,21,319.94,0
13047.0,8,223,5557.62,0
13048.0,71,130,2229.72,0
13049.0,24,12,751.5600000000001,0
13050.0,1,599,6477.67,2
13051.0,213,4,155.8,1
13052.0,55,230,2771.18,0
13053.0,256,17,127.65,1
13055.0,64,78,1106.7,0
13056.0,186,19,209.48,1
13057.0,165,40,709.59,1
13059.0,48,190,2108.37,0
13063.0,115,12,188.4,0
13064.0,185,25,561.25,1
13065.0,8,62,1055.05,0
13067.0,44,17,393.05,0
13069.0,4,657,5185.51,2
13070.0,94,24,522.9,0
13071.0,247,12,129.22,1
13073.0,46,27,418.08,0
13074.0,146,29,1378.74,1
13076.0,92,9,135.4,0
13077.0,1,233,2326.35,0
13078.0,1,443,16904.510000000002,2
13079.0,52,11,199.08,0
13080.0,36,13,222.65,0
13081.0,6,1330,30867.77,2
13082.0,59,56,3722.12,0
13083.0,60,4,91.67999999999999,0
13084.0,126,2,122.39999999999999,0
13085.0,314,62,2017.2,1
13086.0,17,47,439.33000000000004,0
13087.0,361,15,313.64,1
13088.0,52,20,236.11,0
13089.0,3,1542,57885.45,2
13090.0,0,127,5189.32,0
13091.0,364,24,1976.0,1
13092.0,49,80,1662.45,0
13093.0,8,891,47111.18,2
13094.0,3,8,505.8,0
13096.0,29,1,419.70000000000005,0
13097.0,23,583,7320.88,2
13101.0,133,43,594.21,0
13102.0,0,188,5272.83,0
13103.0,72,25,465.70000000000005,0
13104.0,50,10,610.62,0
13105.0,71,1,72.0,0
13106.0,48,15,526.96,0
13107.0,48,120,3721.45,0
13108.0,7,35,748.46,0
13109.0,186,23,347.49,1
13110.0,72,107,1468.8000000000002,0
13111.0,353,12,321.88000000000005,1
13112.0,176,2,20.6,1
13113.0,1,187,6357.08,0
13114.0,365,16,234.38,1
13115.0,14,194,3199.92,0
13117.0,0,112,1658.8999999999999,0
13118.0,11,69,1217.6,0
13119.0,303,11,134.9,1
13123.0,107,45,506.75,0
13124.0,20,61,885.33,0
13125.0,158,20,148.62,1
13126.0,1,111,1898.6100000000001,0
13128.0,266,1,263.5,1
13129.0,87,11,233.25,0
13131.0,53,105,2240.47,0
13133.0,94,5,90.65,0
13134.0,37,23,681.65,0
13135.0,126,17,275.45,0
13136.0,10,188,3666.9500000000003,0
13137.0,21,707,3983.65,2
13138.0,7,36,504.85,0
13139.0,72,95,3138.04,0
13140.0,1,75,790.71,0
13141.0,20,289,5267.33,0
13143.0,219,23,405.1,1
13144.0,66,3,24.4,0
13145.0,7,4,805.0,0
13148.0,24,451,4814.56,0
13150.0,119,8,449.96999999999997,0
13151.0,260,84,1207.34,1
13152.0,52,135,2146.38,0
13154.0,34,93,1624.84,0
13155.0,3,79,778.42,0
13156.0,20,104,1586.54,0
13157.0,44,164,3946.14,0
13158.0,23,21,307.12,0
13161.0,135,25,359.38,0
13162.0,15,159,7587.2,0
13163.0,245,2,17.65,1
13164.0,204,10,372.2,1
13165.0,48,7,429.68,0
13166.0,49,27,458.73,0
13167.0,25,16,333.82,0
13168.0,177,47,541.14,1
13169.0,197,5,127.2,1
13172.0,35,1,69.6,0
13173.0,2,196,2212.11,0
13174.0,4,797,6621.6,2
13175.0,217,46,831.45,1
13177.0,65,13,229.75,0
13178.0,32,422,8333.72,0
13179.0,253,34,572.3100000000001,1
13180.0,242,4,86.10000000000001,1
13181.0,16,19,359.69,0
13183.0,29,62,3078.4,0
13187.0,259,19,105.34,1
13190.0,179,17,570.66,1
13191.0,293,59,164.69,1
13192.0,170,99,1646.6399999999999,1
13194.0,56,7,412.08,0
13195.0,49,46,136.73,0
13196.0,78,78,1271.06,0
13197.0,244,19,373.01000000000005,1
13198.0,22,88,1572.99,0
13199.0,1,88,6615.77,0
13201.0,137,86,1233.06,0
13202.0,29,69,1580.3,0
13203.0,21,112,1778.79,0
13204.0,366,57,966.6600000000001,1
13205.0,78,1,2803.2,0
13206.0,35,566,8308.19,2
13207.0,86,5,285.6,0
13208.0,84,104,758.65,0
13209.0,149,45,2617.9,1
13211.0,16,146,1523.35,0
13213.0,18,114,2330.94,0
13214.0,52,229,3264.23,0
13215.0,37,1,81.6,0
13217.0,290,1,132.5,1
13219.0,253,11,76.23,1
13220.0,210,32,516.8,1
13222.0,212,1,88.5,1
13223.0,58,8,805.9200000000001,0
13225.0,56,93,9796.23,0
13226.0,28,12,204.25,0
13230.0,0,677,3457.83,2
13233.0,55,33,571.34,0
13234.0,307,61,346.5,1
13237.0,22,24,643.0,0
13238.0,65,16,305.9,0
13239.0,72,72,1265.1299999999999,0
13240.0,0,155,1036.21,0
13241.0,46,40,112.53,0
13242.0,86,22,429.0,0
13243.0,84,148,635.26,0
13245.0,67,29,558.72,0
13246.0,28,235,1390.23,0
13249.0,36,12,897.52,0
13250.0,95,19,253.09,0
13251.0,37,25,252.68,0
13252.0,29,19,399.3,0
13253.0,65,39,1920.71,0
13254.0,11,4,51.410000000000004,0
13255.0,8,19,504.95,0
13257.0,71,7,149.75,0
13258.0,14,8,336.59999999999997,0
13259.0,32,232,1119.36,0
13262.0,24,39,373.16,0
13263.0,28,238,1239.27,0
13264.0,77,38,722.5600000000001,0
13266.0,48,120,2300.78,0
13267.0,1,215,5236.77,0
13269.0,4,183,3545.47,0
13270.0,1,1,590.0,0
13274.0,44,19,360.85,0
13275.0,18,48,238.86,0
13276.0,32,209,1300.98,0
13277.0,15,15,264.9,0
13278.0,34,62,893.12,0
13280.0,14,123,1494.87,0
13281.0,74,22,350.85,0
13282.0,41,14,181.05,0
13283.0,202,13,279.7,1
13285.0,235,44,655.47,1
13286.0,235,49,734.91,1
13287.0,238,53,781.59,1
13288.0,78,10,927.61,0
13289.0,358,16,307.95,1
13290.0,73,1,208.63,0
13291.0,49,276,2909.68,0
13292.0,50,28,415.57,0
13293.0,27,72,1192.94,0
13294.0,281,48,815.79,1
13295.0,11,57,900.77,0
13296.0,58,48,705.11,0
13297.0,20,64,2278.77,0
13299.0,58,57,1076.2,0
13300.0,23,35,913.62,0
13302.0,161,2,95.45,1
13303.0,35,4,61.72,0
13304.0,90,57,917.57,0
13305.0,7,124,1751.75,0
13306.0,65,4,53.65,0
13307.0,122,14,258.34,0
13308.0,231,17,284.86,1
13309.0,27,23,249.58,0
13310.0,15,23,409.17,0
13312.0,86,5,124.75,0
13313.0,114,109,1890.0,0
13315.0,324,22,310.26,1
13316.0,27,87,7207.89,0
13317.0,20,220,4212.411,0
13319.0,0,479,11236.95,2
13320.0,69,44,679.4,0
13324.0,63,57,3391.52,0
13326.0,67,13,281.76,0
13327.0,0,234,6251.71,0
13329.0,1,108,4323.97,0
13330.0,90,64,1655.17,0
13331.0,36,12,262.4,0
13333.0,46,55,1015.74,0
13334.0,171,209,2699.48,1
13337.0,181,87,1575.26,1
13338.0,176,109,1958.6,1
13340.0,52,81,11364.08,0
13346.0,97,6,299.4,0
13357.0,129,305,3196.11,0
13359.0,38,33,603.75,0
13360.0,66,66,1553.65,0
13361.0,107,34,1450.5,0
13362.0,13,132,2303.33,0
13363.0,44,42,731.36,0
13367.0,66,20,510.20000000000005,0
13368.0,49,23,498.1,0
13369.0,0,14,308.28000000000003,0
13370.0,6,39,754.87,0
13371.0,140,92,2297.66,0
13373.0,50,200,4274.94,0
13374.0,49,17,422.8,0
13375.0,79,34,1013.58,0
13377.0,31,78,1552.88,0
13380.0,67,3,62.4,0
13381.0,14,184,4585.06,0
13382.0,63,71,1164.59,0
13383.0,178,1,305.28000000000003,1
13384.0,25,112,2528.9,0
13386.0,49,31,835.46,0
13387.0,52,71,186.94,0
13388.0,238,34,508.55,1
13392.0,312,8,91.14,1
13393.0,218,69,1131.45,1
13394.0,14,254,4101.68,0
13395.0,35,60,872.51,0
13397.0,72,51,1647.74,0
13398.0,83,13,213.0,0
13399.0,99,15,275.4,0
13400.0,217,23,310.83,1
13402.0,7,57,913.9000000000001,0
13403.0,22,6,154.5,0
13405.0,116,16,641.36,0
13406.0,62,9,568.92,0
13407.0,213,85,2244.7,1
13408.0,6,362,23616.422,2
13410.0,28,22,1198.9,0
13412.0,255,34,487.34999999999997,1
13413.0,274,43,429.44,1
13414.0,98,31,1103.64,0
13415.0,107,101,784.17,0
13416.0,371,7,228.3,1
13417.0,182,49,1028.66,1
13418.0,7,256,6055.47,0
13421.0,41,163,2225.04,0
13423.0,63,12,217.03,0
13424.0,84,40,572.77,0
13425.0,143,99,1766.22,0
13426.0,17,186,4526.06,0
13427.0,112,23,423.93,0
13428.0,149,67,276.76,1
13431.0,41,83,2047.14,0
13432.0,206,111,439.1,1
13433.0,136,24,658.3199999999999,0
13434.0,20,25,1132.6200000000001,0
13435.0,11,48,637.44,0
13438.0,182,1,46.5,1
13439.0,23,113,702.9,0
13440.0,58,59,1295.25,0
13441.0,66,25,424.26,0
13442.0,302,38,419.87,1
13443.0,83,200,1273.16,0
13444.0,9,57,619.08,0
13445.0,261,7,241.89999999999998,1
13446.0,65,192,3881.89,0
13448.0,8,357,5655.2,0
13450.0,9,76,2076.32,0
13451.0,16,589,4191.8,2
13452.0,107,1,139.8,0
13453.0,37,23,424.71,0
13454.0,276,23,219.87,1
13455.0,1,98,1847.59,0
13457.0,323,9,148.22,1
13458.0,14,103,2312.7,0
13459.0,259,73,1160.4099999999999,1
13461.0,42,35,2715.0,0
13462.0,45,62,1002.35,0
13464.0,29,110,2422.96,0
13465.0,81,34,931.12,0
13466.0,43,38,705.45,0
13468.0,3,425,7670.54,0
13469.0,288,6,82.4,1
13472.0,98,28,592.24,0
13473.0,209,49,2235.12,1
13474.0,78,64,419.75,0
13476.0,41,48,823.0,0
13477.0,90,78,1364.59,0
13478.0,104,125,2215.78,0
13479.0,87,38,550.42,0
13480.0,51,41,627.82,0
13481.0,9,115,2026.28,0
13482.0,262,9,151.45,1
13484.0,18,31,476.92,0
13485.0,11,135,2564.98,0
13487.0,140,15,271.47,1
13488.0,2,302,6619.57,0
13490.0,289,8,154.25,1
13491.0,7,182,3350.7400000000002,0
13495.0,3,99,3329.39,0
13497.0,3,48,972.28,0
13498.0,365,17,327.38,1
13500.0,36,20,299.53,0
13501.0,121,62,1544.79,0
13502.0,50,15,488.5,0
13503.0,114,172,1642.39,0
13506.0,4,72,1180.68,0
13508.0,277,16,176.07999999999998,1
13509.0,142,5,135.0,1
13510.0,10,174,2766.73,0
13511.0,311,5,282.76,1
13512.0,22,24,462.18,0
13513.0,76,30,619.49,0
13514.0,63,17,663.7,0
13515.0,84,17,374.7,0
13516.0,52,17,295.85,0
13519.0,77,11,220.46,0
13520.0,6,112,3285.05,0
13523.0,1,59,1136.64,0
13526.0,373,44,1182.0,1
13527.0,53,226,2298.93,0
13530.0,269,18,402.97999999999996,1
13531.0,1,68,1254.72,0
13534.0,14,96,1850.82,0
13535.0,37,1,89.5,0
13537.0,60,42,717.85,0
13538.0,31,117,1822.28,0
13539.0,55,49,938.02,0
13540.0,102,32,632.39,0
13541.0,62,10,785.25,0
13542.0,11,331,3959.4900000000002,0
13543.0,269,47,1439.6100000000001,1
13544.0,46,160,514.14,0
13545.0,25,54,364.93,0
13546.0,17,55,465.15,0
13547.0,43,44,167.08,0
13548.0,106,61,223.28,0
13549.0,22,8,87.6,0
13550.0,18,42,342.55,0
13551.0,301,1,152.39999999999998,1
13552.0,63,98,3208.85,0
13553.0,309,89,499.6,1
13554.0,15,196,1629.35,0
13555.0,13,262,4792.96,0
13556.0,64,9,200.82,0
13557.0,50,146,2448.2,0
13559.0,147,2,990.0,1
13561.0,32,215,1661.54,0
13562.0,36,114,3038.85,0
13564.0,3,1159,15310.35,2
13565.0,46,22,174.57999999999998,0
13566.0,69,197,831.76,0
13567.0,63,201,1079.29,0
13569.0,2,123,497.74,0
13571.0,17,333,2448.32,0
13573.0,14,62,614.27,0
13574.0,46,91,404.45,0
13576.0,8,153,4834.400000000001,0
13577.0,17,85,1801.68,0
13578.0,44,9,147.66,0
13579.0,4,67,1072.0,0
13580.0,41,5,107.75,0
13581.0,49,23,162.53,0
13582.0,24,11,241.68,0
13583.0,314,43,664.001,1
13584.0,133,56,243.3,0
13585.0,165,39,684.54,1
13586.0,176,20,127.28,1
13587.0,84,22,961.1,0
13589.0,84,31,741.09,0
13590.0,10,319,4354.12,0
13591.0,70,43,976.8100000000001,0
13593.0,22,281,3481.41,0
13594.0,120,7,136.35000000000002,0
13595.0,151,143,784.48,1
13597.0,35,17,396.71,0
13598.0,130,57,601.92,0
13599.0,1,163,5013.96,0
13600.0,269,22,298.9,1
13601.0,27,86,466.67,0
13602.0,16,35,596.28,0
13604.0,293,21,717.62,1
13605.0,22,53,522.67,0
13607.0,37,24,400.3,0
13608.0,175,34,232.05,1
13609.0,228,7,167.35,1
13610.0,22,184,1021.38,0
13611.0,9,154,2143.53,0
13612.0,267,50,818.29,1
13613.0,87,59,1039.8500000000001,0
13614.0,28,69,747.28,0
13615.0,34,344,5854.84,0
